vine,scion,rootstock,block,year,soluble_solids_content,titratable_acidity_gL,pH,berry_weight_g,yield_kg,cluster_number,pruning_weight_kg,yield_div_pruning_weight,early_1,late_1,early_2,late_2,early_3,late_3,early_4,late_4,early_5,late_5,early_6,late_6,early_7,late_7,early_8,late_8,outer_rings,cambium,total_width,relative_early_1,relative_late_1,relative_early_2,relative_late_2,relative_early_3,relative_late_3,relative_early_4,relative_late_4,relative_early_5,relative_late_5,relative_early_6,relative_late_6,relative_early_7,relative_late_7,relative_early_8,relative_late_8,relative_outer_rings,relative_cambium
Cab_420 A_2,Cab,420 A,2,1997,21,6.6,3.27,1.38,15.33333333,113.3333333,0.78,19.65811966,0.962638613,0.077361882,0.307677899,0.07392686,0.109674276,0.119741384,0.177739017,0.08269819,0.16773386,0.082904032,0.100425425,0.068558002,0.053011283,0.056292069,0.037477548,0.073220365,1.416667616,0.068738063,4.036486386,0.238050622,0.019033603,0.076553621,0.018280654,0.027070481,0.029309712,0.044338395,0.020381176,0.041977012,0.020452504,0.025009602,0.017051528,0.013030972,0.014088158,0.009394277,0.018065395,0.350862269,0.017050021
Cab_420 A_2,Cab,420 A,2,1999,21.2,8.1,3.36,1.076,10.43333333,110.3333333,0.263333333,39.62025316,0.962638613,0.077361882,0.307677899,0.07392686,0.109674276,0.119741384,0.177739017,0.08269819,0.16773386,0.082904032,0.100425425,0.068558002,0.053011283,0.056292069,0.037477548,0.073220365,1.416667616,0.068738063,4.036486386,0.238050622,0.019033603,0.076553621,0.018280654,0.027070481,0.029309712,0.044338395,0.020381176,0.041977012,0.020452504,0.025009602,0.017051528,0.013030972,0.014088158,0.009394277,0.018065395,0.350862269,0.017050021
Cab_775 Paulsen_1,Cab,775 Paulsen,1,1995,22.8,7,3.38,0.9,12.73333333,124.3333333,0.883333333,14.41509434,0.763874642,0.05700573,0.550598542,0.079571302,0.325745156,0.080301966,0.308722052,0.075838118,0.251519835,0.067014517,0.110335046,0.061516558,0.091665215,0.085762323,0.062065344,0.043616135,1.861871589,0.062916656,4.939940728,0.154205876,0.011517153,0.111358695,0.016151727,0.065666017,0.016280118,0.062723897,0.015432472,0.051161701,0.013560995,0.022400676,0.012544448,0.018489576,0.017440955,0.0126183,0.008870244,0.376848849,0.012728302
Cab_775 Paulsen_1,Cab,775 Paulsen,1,1996,22.6,8.3,3.2,1.046,6.4,67.33333333,3.2,2,0.763874642,0.05700573,0.550598542,0.079571302,0.325745156,0.080301966,0.308722052,0.075838118,0.251519835,0.067014517,0.110335046,0.061516558,0.091665215,0.085762323,0.062065344,0.043616135,1.861871589,0.062916656,4.939940728,0.154205876,0.011517153,0.111358695,0.016151727,0.065666017,0.016280118,0.062723897,0.015432472,0.051161701,0.013560995,0.022400676,0.012544448,0.018489576,0.017440955,0.0126183,0.008870244,0.376848849,0.012728302
Cab_775 Paulsen_1,Cab,775 Paulsen,1,1997,21.4,7.1,3.44,1.23,14.53333333,140,1.533333333,9.47826087,0.763874642,0.05700573,0.550598542,0.079571302,0.325745156,0.080301966,0.308722052,0.075838118,0.251519835,0.067014517,0.110335046,0.061516558,0.091665215,0.085762323,0.062065344,0.043616135,1.861871589,0.062916656,4.939940728,0.154205876,0.011517153,0.111358695,0.016151727,0.065666017,0.016280118,0.062723897,0.015432472,0.051161701,0.013560995,0.022400676,0.012544448,0.018489576,0.017440955,0.0126183,0.008870244,0.376848849,0.012728302
Cab_775 Paulsen_1,Cab,775 Paulsen,1,1998,23.2,9.8,3.52,1.25,5.533333333,69.33333333,1.666666667,3.32,0.763874642,0.05700573,0.550598542,0.079571302,0.325745156,0.080301966,0.308722052,0.075838118,0.251519835,0.067014517,0.110335046,0.061516558,0.091665215,0.085762323,0.062065344,0.043616135,1.861871589,0.062916656,4.939940728,0.154205876,0.011517153,0.111358695,0.016151727,0.065666017,0.016280118,0.062723897,0.015432472,0.051161701,0.013560995,0.022400676,0.012544448,0.018489576,0.017440955,0.0126183,0.008870244,0.376848849,0.012728302
Cab_775 Paulsen_1,Cab,775 Paulsen,1,1999,25,7.25,3.51,1.095,4.966666667,112.3333333,1.35,3.679012346,0.763874642,0.05700573,0.550598542,0.079571302,0.325745156,0.080301966,0.308722052,0.075838118,0.251519835,0.067014517,0.110335046,0.061516558,0.091665215,0.085762323,0.062065344,0.043616135,1.861871589,0.062916656,4.939940728,0.154205876,0.011517153,0.111358695,0.016151727,0.065666017,0.016280118,0.062723897,0.015432472,0.051161701,0.013560995,0.022400676,0.012544448,0.018489576,0.017440955,0.0126183,0.008870244,0.376848849,0.012728302
Cab_775 Paulsen_2,Cab,775 Paulsen,2,1998,23.4,8.25,3.27,0.99,10.2,81.66666667,1.566666667,6.510638298,0.734635221,0.067862403,0.415436323,0.082659724,0.279135243,0.083007571,0.2753519,0.088971612,0.308155254,0.089930572,0.223783878,0.099461563,0.227141525,0.093644309,0.080002956,0.062806383,1.814103462,0.066210442,5.09230034,0.144249339,0.013335595,0.081568487,0.01622058,0.054854533,0.016254168,0.054107037,0.017418351,0.060549792,0.017651792,0.043896644,0.019478844,0.044541232,0.018370492,0.015760435,0.012298335,0.356391502,0.013052842
Cab_775 Paulsen_2,Cab,775 Paulsen,2,1999,23.7,7.3,3.27,1.241,14.66666667,146.6666667,1.3,11.28205128,0.734635221,0.067862403,0.415436323,0.082659724,0.279135243,0.083007571,0.2753519,0.088971612,0.308155254,0.089930572,0.223783878,0.099461563,0.227141525,0.093644309,0.080002956,0.062806383,1.814103462,0.066210442,5.09230034,0.144249339,0.013335595,0.081568487,0.01622058,0.054854533,0.016254168,0.054107037,0.017418351,0.060549792,0.017651792,0.043896644,0.019478844,0.044541232,0.018370492,0.015760435,0.012298335,0.356391502,0.013052842
Cab_775 Paulsen_2,Cab,775 Paulsen,2,1995,22,7.4,3.36,1.11,12.6,138.5,0.916666667,13.74545455,0.734635221,0.067862403,0.415436323,0.082659724,0.279135243,0.083007571,0.2753519,0.088971612,0.308155254,0.089930572,0.223783878,0.099461563,0.227141525,0.093644309,0.080002956,0.062806383,1.814103462,0.066210442,5.09230034,0.144249339,0.013335595,0.081568487,0.01622058,0.054854533,0.016254168,0.054107037,0.017418351,0.060549792,0.017651792,0.043896644,0.019478844,0.044541232,0.018370492,0.015760435,0.012298335,0.356391502,0.013052842
Cab_775 Paulsen_2,Cab,775 Paulsen,2,1997,22.4,6.9,3.49,1.42,17.33333333,118.3333333,1.466666667,11.81818182,0.734635221,0.067862403,0.415436323,0.082659724,0.279135243,0.083007571,0.2753519,0.088971612,0.308155254,0.089930572,0.223783878,0.099461563,0.227141525,0.093644309,0.080002956,0.062806383,1.814103462,0.066210442,5.09230034,0.144249339,0.013335595,0.081568487,0.01622058,0.054854533,0.016254168,0.054107037,0.017418351,0.060549792,0.017651792,0.043896644,0.019478844,0.044541232,0.018370492,0.015760435,0.012298335,0.356391502,0.013052842
Cab_775 Paulsen_2,Cab,775 Paulsen,2,1996,22,8.8,3.2,1.04,10.93333333,74,2.766666667,3.951807229,0.734635221,0.067862403,0.415436323,0.082659724,0.279135243,0.083007571,0.2753519,0.088971612,0.308155254,0.089930572,0.223783878,0.099461563,0.227141525,0.093644309,0.080002956,0.062806383,1.814103462,0.066210442,5.09230034,0.144249339,0.013335595,0.081568487,0.01622058,0.054854533,0.016254168,0.054107037,0.017418351,0.060549792,0.017651792,0.043896644,0.019478844,0.044541232,0.018370492,0.015760435,0.012298335,0.356391502,0.013052842
Cab_775 Paulsen_4,Cab,775 Paulsen,4,1995,22.6,7.3,3.44,1.04,11.73333333,108.3333333,0.95,12.35087719,0.78395886,0.060574942,0.5109369,0.061448118,0.245135029,0.086222578,0.252429247,0.072172102,0.264807027,0.075892605,0.10801009,0.058927094,0.111320582,0.09325774,0.060592373,0.057958778,1.607926065,0.070362051,4.581932183,0.171172968,0.013238774,0.11200984,0.013491732,0.053519704,0.01883401,0.055134247,0.015781296,0.057779705,0.016583792,0.02359455,0.012894905,0.024307659,0.020398979,0.013184247,0.012615199,0.350134132,0.015324259
Cab_775 Paulsen_4,Cab,775 Paulsen,4,1998,23.2,9.3,3.49,1.22,6.8,71,1.666666667,4.08,0.78395886,0.060574942,0.5109369,0.061448118,0.245135029,0.086222578,0.252429247,0.072172102,0.264807027,0.075892605,0.10801009,0.058927094,0.111320582,0.09325774,0.060592373,0.057958778,1.607926065,0.070362051,4.581932183,0.171172968,0.013238774,0.11200984,0.013491732,0.053519704,0.01883401,0.055134247,0.015781296,0.057779705,0.016583792,0.02359455,0.012894905,0.024307659,0.020398979,0.013184247,0.012615199,0.350134132,0.015324259
Cab_775 Paulsen_4,Cab,775 Paulsen,4,1999,24,7.9,3.46,1.138,12.5,149,1.8,6.944444444,0.78395886,0.060574942,0.5109369,0.061448118,0.245135029,0.086222578,0.252429247,0.072172102,0.264807027,0.075892605,0.10801009,0.058927094,0.111320582,0.09325774,0.060592373,0.057958778,1.607926065,0.070362051,4.581932183,0.171172968,0.013238774,0.11200984,0.013491732,0.053519704,0.01883401,0.055134247,0.015781296,0.057779705,0.016583792,0.02359455,0.012894905,0.024307659,0.020398979,0.013184247,0.012615199,0.350134132,0.015324259
Cab_775 Paulsen_4,Cab,775 Paulsen,4,1996,21.8,8.3,3.37,0.93,7.033333333,65.66666667,3,2.344444444,0.78395886,0.060574942,0.5109369,0.061448118,0.245135029,0.086222578,0.252429247,0.072172102,0.264807027,0.075892605,0.10801009,0.058927094,0.111320582,0.09325774,0.060592373,0.057958778,1.607926065,0.070362051,4.581932183,0.171172968,0.013238774,0.11200984,0.013491732,0.053519704,0.01883401,0.055134247,0.015781296,0.057779705,0.016583792,0.02359455,0.012894905,0.024307659,0.020398979,0.013184247,0.012615199,0.350134132,0.015324259
Cab_775 Paulsen_4,Cab,775 Paulsen,4,1997,20.4,6.8,3.65,1.5,14.56666667,103,1.433333333,10.1627907,0.78395886,0.060574942,0.5109369,0.061448118,0.245135029,0.086222578,0.252429247,0.072172102,0.264807027,0.075892605,0.10801009,0.058927094,0.111320582,0.09325774,0.060592373,0.057958778,1.607926065,0.070362051,4.581932183,0.171172968,0.013238774,0.11200984,0.013491732,0.053519704,0.01883401,0.055134247,0.015781296,0.057779705,0.016583792,0.02359455,0.012894905,0.024307659,0.020398979,0.013184247,0.012615199,0.350134132,0.015324259
Cab_Freedom_1,Cab,Freedom,1,1998,23.4,6.8,3.48,1.36,8.066666667,50.33333333,1.076666667,7.492260062,0.75912134,0.056535426,0.274477341,0.074564221,0.145776424,0.097636806,0.144959495,0.089971833,0.170159843,0.091238125,0.243541785,0.102374681,0.091331041,0.086682673,0.05728017,0.098819702,1.677312924,0.07447675,4.33626058,0.175260814,0.013050758,0.063217909,0.017219598,0.033615976,0.022524736,0.033439055,0.020788527,0.03923575,0.021057822,0.056140231,0.023628213,0.021069256,0.019979872,0.01319569,0.022804002,0.386582198,0.017189593
Cab_Freedom_1,Cab,Freedom,1,1999,21.2,6.7,3.5,1.499,12.93333333,123.3333333,0.593333333,21.79775281,0.75912134,0.056535426,0.274477341,0.074564221,0.145776424,0.097636806,0.144959495,0.089971833,0.170159843,0.091238125,0.243541785,0.102374681,0.091331041,0.086682673,0.05728017,0.098819702,1.677312924,0.07447675,4.33626058,0.175260814,0.013050758,0.063217909,0.017219598,0.033615976,0.022524736,0.033439055,0.020788527,0.03923575,0.021057822,0.056140231,0.023628213,0.021069256,0.019979872,0.01319569,0.022804002,0.386582198,0.017189593
Cab_Freedom_1,Cab,Freedom,1,1995,22.4,6.9,3.42,1.29,13.73333333,100.3333333,0.846666667,16.22047244,0.75912134,0.056535426,0.274477341,0.074564221,0.145776424,0.097636806,0.144959495,0.089971833,0.170159843,0.091238125,0.243541785,0.102374681,0.091331041,0.086682673,0.05728017,0.098819702,1.677312924,0.07447675,4.33626058,0.175260814,0.013050758,0.063217909,0.017219598,0.033615976,0.022524736,0.033439055,0.020788527,0.03923575,0.021057822,0.056140231,0.023628213,0.021069256,0.019979872,0.01319569,0.022804002,0.386582198,0.017189593
Cab_Freedom_1,Cab,Freedom,1,1996,23,7.1,3.31,1.33,12.6,92,1.326666667,9.497487437,0.75912134,0.056535426,0.274477341,0.074564221,0.145776424,0.097636806,0.144959495,0.089971833,0.170159843,0.091238125,0.243541785,0.102374681,0.091331041,0.086682673,0.05728017,0.098819702,1.677312924,0.07447675,4.33626058,0.175260814,0.013050758,0.063217909,0.017219598,0.033615976,0.022524736,0.033439055,0.020788527,0.03923575,0.021057822,0.056140231,0.023628213,0.021069256,0.019979872,0.01319569,0.022804002,0.386582198,0.017189593
Cab_Freedom_1,Cab,Freedom,1,1997,23.4,7.1,3.36,1.36,18.66666667,120.3333333,0.963333333,19.37716263,0.75912134,0.056535426,0.274477341,0.074564221,0.145776424,0.097636806,0.144959495,0.089971833,0.170159843,0.091238125,0.243541785,0.102374681,0.091331041,0.086682673,0.05728017,0.098819702,1.677312924,0.07447675,4.33626058,0.175260814,0.013050758,0.063217909,0.017219598,0.033615976,0.022524736,0.033439055,0.020788527,0.03923575,0.021057822,0.056140231,0.023628213,0.021069256,0.019979872,0.01319569,0.022804002,0.386582198,0.017189593
Cab_Freedom_2,Cab,Freedom,2,1995,22.4,7.3,3.48,1.26,17,116,1.05,16.19047619,0.81341886,0.053660134,0.336293466,0.063569633,0.244331396,0.067234762,0.195723147,0.091027086,0.160571618,0.075767532,0.166253619,0.089780888,0.097775035,0.091997345,0.06820639,0.07242213,1.144799913,0.070554166,3.90338712,0.208447663,0.013738849,0.08616269,0.016282835,0.062592029,0.017231471,0.050132008,0.023304689,0.041137992,0.019405237,0.042577264,0.023023294,0.025040295,0.023574254,0.017471605,0.018565289,0.293240499,0.018072035
Cab_Freedom_2,Cab,Freedom,2,1996,22.6,6.9,3.39,1.3,15,85.33333333,2.1,7.142857143,0.81341886,0.053660134,0.336293466,0.063569633,0.244331396,0.067234762,0.195723147,0.091027086,0.160571618,0.075767532,0.166253619,0.089780888,0.097775035,0.091997345,0.06820639,0.07242213,1.144799913,0.070554166,3.90338712,0.208447663,0.013738849,0.08616269,0.016282835,0.062592029,0.017231471,0.050132008,0.023304689,0.041137992,0.019405237,0.042577264,0.023023294,0.025040295,0.023574254,0.017471605,0.018565289,0.293240499,0.018072035
Cab_Freedom_2,Cab,Freedom,2,1998,23.2,6.9,3.48,1.16,9.5,62.33333333,1.3,7.307692308,0.81341886,0.053660134,0.336293466,0.063569633,0.244331396,0.067234762,0.195723147,0.091027086,0.160571618,0.075767532,0.166253619,0.089780888,0.097775035,0.091997345,0.06820639,0.07242213,1.144799913,0.070554166,3.90338712,0.208447663,0.013738849,0.08616269,0.016282835,0.062592029,0.017231471,0.050132008,0.023304689,0.041137992,0.019405237,0.042577264,0.023023294,0.025040295,0.023574254,0.017471605,0.018565289,0.293240499,0.018072035
Cab_Freedom_2,Cab,Freedom,2,1997,22.6,7.1,3.43,1.58,21,120,1.466666667,14.31818182,0.81341886,0.053660134,0.336293466,0.063569633,0.244331396,0.067234762,0.195723147,0.091027086,0.160571618,0.075767532,0.166253619,0.089780888,0.097775035,0.091997345,0.06820639,0.07242213,1.144799913,0.070554166,3.90338712,0.208447663,0.013738849,0.08616269,0.016282835,0.062592029,0.017231471,0.050132008,0.023304689,0.041137992,0.019405237,0.042577264,0.023023294,0.025040295,0.023574254,0.017471605,0.018565289,0.293240499,0.018072035
Cab_Freedom_2,Cab,Freedom,2,1999,23.1,6.2,3.61,1.259,19,154,0.763333333,24.89082969,0.81341886,0.053660134,0.336293466,0.063569633,0.244331396,0.067234762,0.195723147,0.091027086,0.160571618,0.075767532,0.166253619,0.089780888,0.097775035,0.091997345,0.06820639,0.07242213,1.144799913,0.070554166,3.90338712,0.208447663,0.013738849,0.08616269,0.016282835,0.062592029,0.017231471,0.050132008,0.023304689,0.041137992,0.019405237,0.042577264,0.023023294,0.025040295,0.023574254,0.017471605,0.018565289,0.293240499,0.018072035
Cab_Freedom_3,Cab,Freedom,3,1995,23.2,7.5,3.51,1.18,16.66666667,132.6666667,1.6,10.41666667,0.975620872,0.065387452,0.408056745,0.06061895,0.166140543,0.086639095,0.18848246,0.08359211,0.209601798,0.089794776,0.083531872,0.082623989,0.073192951,0.071717557,0.151629035,0.100028442,1.341259834,0.053158084,4.291076562,0.227409397,0.015219432,0.095018424,0.014092143,0.03874002,0.020190521,0.043918366,0.019474046,0.048833817,0.020918371,0.019472431,0.019251777,0.01710101,0.016668455,0.035403872,0.023309567,0.312610553,0.012367798
Cab_Freedom_3,Cab,Freedom,3,1996,22.6,7.4,3.47,1.23,9.6,74.66666667,4.133333333,2.322580645,0.975620872,0.065387452,0.408056745,0.06061895,0.166140543,0.086639095,0.18848246,0.08359211,0.209601798,0.089794776,0.083531872,0.082623989,0.073192951,0.071717557,0.151629035,0.100028442,1.341259834,0.053158084,4.291076562,0.227409397,0.015219432,0.095018424,0.014092143,0.03874002,0.020190521,0.043918366,0.019474046,0.048833817,0.020918371,0.019472431,0.019251777,0.01710101,0.016668455,0.035403872,0.023309567,0.312610553,0.012367798
Cab_Freedom_3,Cab,Freedom,3,1998,23.8,9,3.47,1.34,8.2,85.66666667,1.766666667,4.641509434,0.975620872,0.065387452,0.408056745,0.06061895,0.166140543,0.086639095,0.18848246,0.08359211,0.209601798,0.089794776,0.083531872,0.082623989,0.073192951,0.071717557,0.151629035,0.100028442,1.341259834,0.053158084,4.291076562,0.227409397,0.015219432,0.095018424,0.014092143,0.03874002,0.020190521,0.043918366,0.019474046,0.048833817,0.020918371,0.019472431,0.019251777,0.01710101,0.016668455,0.035403872,0.023309567,0.312610553,0.012367798
Cab_Freedom_3,Cab,Freedom,3,1999,23.6,7.8,3.33,1.036,15.73333333,134.3333333,1.733333333,9.076923077,0.975620872,0.065387452,0.408056745,0.06061895,0.166140543,0.086639095,0.18848246,0.08359211,0.209601798,0.089794776,0.083531872,0.082623989,0.073192951,0.071717557,0.151629035,0.100028442,1.341259834,0.053158084,4.291076562,0.227409397,0.015219432,0.095018424,0.014092143,0.03874002,0.020190521,0.043918366,0.019474046,0.048833817,0.020918371,0.019472431,0.019251777,0.01710101,0.016668455,0.035403872,0.023309567,0.312610553,0.012367798
Cab_Freedom_3,Cab,Freedom,3,1997,22.4,6.8,3.5,1.47,19.33333333,137,1.7,11.37254902,0.975620872,0.065387452,0.408056745,0.06061895,0.166140543,0.086639095,0.18848246,0.08359211,0.209601798,0.089794776,0.083531872,0.082623989,0.073192951,0.071717557,0.151629035,0.100028442,1.341259834,0.053158084,4.291076562,0.227409397,0.015219432,0.095018424,0.014092143,0.03874002,0.020190521,0.043918366,0.019474046,0.048833817,0.020918371,0.019472431,0.019251777,0.01710101,0.016668455,0.035403872,0.023309567,0.312610553,0.012367798
Cab_Freedom_4,Cab,Freedom,4,1995,23.8,6.9,3.61,1.24,14.33333333,99.66666667,1.533333333,9.347826087,0.765751901,0.06335908,0.384091131,0.067361105,0.174577878,0.089352264,0.151752199,0.074314404,0.167775354,0.067639194,0.100198776,0.071460512,0.054621435,0.058079885,0.095826733,0.078661624,1.730398612,0.065906288,4.261128374,0.179429994,0.014883348,0.089916916,0.015733725,0.041054386,0.021027021,0.035826575,0.017429098,0.039718609,0.015871179,0.02390273,0.016827135,0.012915859,0.013495719,0.022392751,0.01851166,0.405556541,0.015506754
Cab_Freedom_4,Cab,Freedom,4,1996,22,8.1,3.36,1.16,8.466666667,84,4.033333333,2.099173554,0.765751901,0.06335908,0.384091131,0.067361105,0.174577878,0.089352264,0.151752199,0.074314404,0.167775354,0.067639194,0.100198776,0.071460512,0.054621435,0.058079885,0.095826733,0.078661624,1.730398612,0.065906288,4.261128374,0.179429994,0.014883348,0.089916916,0.015733725,0.041054386,0.021027021,0.035826575,0.017429098,0.039718609,0.015871179,0.02390273,0.016827135,0.012915859,0.013495719,0.022392751,0.01851166,0.405556541,0.015506754
Cab_Freedom_4,Cab,Freedom,4,1997,21.2,6.7,3.54,1.5,15.66666667,111.3333333,1.633333333,9.591836735,0.765751901,0.06335908,0.384091131,0.067361105,0.174577878,0.089352264,0.151752199,0.074314404,0.167775354,0.067639194,0.100198776,0.071460512,0.054621435,0.058079885,0.095826733,0.078661624,1.730398612,0.065906288,4.261128374,0.179429994,0.014883348,0.089916916,0.015733725,0.041054386,0.021027021,0.035826575,0.017429098,0.039718609,0.015871179,0.02390273,0.016827135,0.012915859,0.013495719,0.022392751,0.01851166,0.405556541,0.015506754
Cab_Freedom_4,Cab,Freedom,4,1998,23.4,9.8,3.38,1.35,6.6,77.66666667,1.766666667,3.735849057,0.765751901,0.06335908,0.384091131,0.067361105,0.174577878,0.089352264,0.151752199,0.074314404,0.167775354,0.067639194,0.100198776,0.071460512,0.054621435,0.058079885,0.095826733,0.078661624,1.730398612,0.065906288,4.261128374,0.179429994,0.014883348,0.089916916,0.015733725,0.041054386,0.021027021,0.035826575,0.017429098,0.039718609,0.015871179,0.02390273,0.016827135,0.012915859,0.013495719,0.022392751,0.01851166,0.405556541,0.015506754
Cab_Freedom_4,Cab,Freedom,4,1999,22,7.65,3.47,1.147,13.6,130,1.766666667,7.698113208,0.765751901,0.06335908,0.384091131,0.067361105,0.174577878,0.089352264,0.151752199,0.074314404,0.167775354,0.067639194,0.100198776,0.071460512,0.054621435,0.058079885,0.095826733,0.078661624,1.730398612,0.065906288,4.261128374,0.179429994,0.014883348,0.089916916,0.015733725,0.041054386,0.021027021,0.035826575,0.017429098,0.039718609,0.015871179,0.02390273,0.016827135,0.012915859,0.013495719,0.022392751,0.01851166,0.405556541,0.015506754
Cab_K51-32_1,Cab,K51-32,1,1995,22.8,7,3.55,1.39,15.33333333,97.66666667,0.95,16.14035088,0.887577677,0.065881093,0.500830796,0.053115728,0.09332947,0.104353513,0.139044554,0.086148253,0.125323275,0.069300475,0.125929571,0.086756881,0.076313284,0.071768038,0.130784265,0.085138856,1.22646989,0.055896448,3.983962068,0.223490575,0.016417465,0.126250533,0.013511503,0.023818694,0.026235404,0.035128084,0.02172618,0.031696419,0.017360234,0.032342301,0.021850792,0.019643733,0.018202182,0.033395222,0.02158097,0.303549291,0.01380042
Cab_K51-32_1,Cab,K51-32,1,1996,22.4,7.3,3.37,1.29,13.33333333,82.66666667,2.866666667,4.651162791,0.887577677,0.065881093,0.500830796,0.053115728,0.09332947,0.104353513,0.139044554,0.086148253,0.125323275,0.069300475,0.125929571,0.086756881,0.076313284,0.071768038,0.130784265,0.085138856,1.22646989,0.055896448,3.983962068,0.223490575,0.016417465,0.126250533,0.013511503,0.023818694,0.026235404,0.035128084,0.02172618,0.031696419,0.017360234,0.032342301,0.021850792,0.019643733,0.018202182,0.033395222,0.02158097,0.303549291,0.01380042
Cab_K51-32_1,Cab,K51-32,1,1998,23.8,7.5,3.5,1.25,12.66666667,72,1.566666667,8.085106383,0.887577677,0.065881093,0.500830796,0.053115728,0.09332947,0.104353513,0.139044554,0.086148253,0.125323275,0.069300475,0.125929571,0.086756881,0.076313284,0.071768038,0.130784265,0.085138856,1.22646989,0.055896448,3.983962068,0.223490575,0.016417465,0.126250533,0.013511503,0.023818694,0.026235404,0.035128084,0.02172618,0.031696419,0.017360234,0.032342301,0.021850792,0.019643733,0.018202182,0.033395222,0.02158097,0.303549291,0.01380042
Cab_K51-32_1,Cab,K51-32,1,1999,22.8,7,3.61,1.608,20.66666667,128.6666667,1.566666667,13.19148936,0.887577677,0.065881093,0.500830796,0.053115728,0.09332947,0.104353513,0.139044554,0.086148253,0.125323275,0.069300475,0.125929571,0.086756881,0.076313284,0.071768038,0.130784265,0.085138856,1.22646989,0.055896448,3.983962068,0.223490575,0.016417465,0.126250533,0.013511503,0.023818694,0.026235404,0.035128084,0.02172618,0.031696419,0.017360234,0.032342301,0.021850792,0.019643733,0.018202182,0.033395222,0.02158097,0.303549291,0.01380042
Cab_K51-32_1,Cab,K51-32,1,1997,22,6.9,3.46,1.55,23.66666667,126,1.433333333,16.51162791,0.887577677,0.065881093,0.500830796,0.053115728,0.09332947,0.104353513,0.139044554,0.086148253,0.125323275,0.069300475,0.125929571,0.086756881,0.076313284,0.071768038,0.130784265,0.085138856,1.22646989,0.055896448,3.983962068,0.223490575,0.016417465,0.126250533,0.013511503,0.023818694,0.026235404,0.035128084,0.02172618,0.031696419,0.017360234,0.032342301,0.021850792,0.019643733,0.018202182,0.033395222,0.02158097,0.303549291,0.01380042
Cab_K51-32_2,Cab,K51-32,2,1995,22,7,3.54,1.28,11,99.66666667,0.77,14.28571429,0.883923383,0.070430228,0.483259429,0.058170818,0.250035617,0.093975884,0.181063656,0.085802664,0.09832654,0.070783308,0.049759851,0.050502428,0.045691599,0.048956368,0.060800215,0.06262723,1.307287162,0.060670942,3.962067323,0.222561536,0.017875459,0.121742691,0.014782899,0.063744548,0.023969836,0.045956434,0.021762649,0.025012937,0.018095236,0.012664792,0.012875673,0.011703138,0.012300395,0.015721809,0.015876097,0.328121169,0.015232704
Cab_K51-32_2,Cab,K51-32,2,1996,22.6,6.8,3.37,1.29,13,80.66666667,1.6,8.125,0.883923383,0.070430228,0.483259429,0.058170818,0.250035617,0.093975884,0.181063656,0.085802664,0.09832654,0.070783308,0.049759851,0.050502428,0.045691599,0.048956368,0.060800215,0.06262723,1.307287162,0.060670942,3.962067323,0.222561536,0.017875459,0.121742691,0.014782899,0.063744548,0.023969836,0.045956434,0.021762649,0.025012937,0.018095236,0.012664792,0.012875673,0.011703138,0.012300395,0.015721809,0.015876097,0.328121169,0.015232704
Cab_K51-32_2,Cab,K51-32,2,1997,21.6,6.5,3.51,1.48,15.66666667,104.6666667,1.06,14.77987421,0.883923383,0.070430228,0.483259429,0.058170818,0.250035617,0.093975884,0.181063656,0.085802664,0.09832654,0.070783308,0.049759851,0.050502428,0.045691599,0.048956368,0.060800215,0.06262723,1.307287162,0.060670942,3.962067323,0.222561536,0.017875459,0.121742691,0.014782899,0.063744548,0.023969836,0.045956434,0.021762649,0.025012937,0.018095236,0.012664792,0.012875673,0.011703138,0.012300395,0.015721809,0.015876097,0.328121169,0.015232704
Cab_K51-32_2,Cab,K51-32,2,1998,23.2,7.3,3.4,1.11,11.96666667,74,1.133333333,10.55882353,0.883923383,0.070430228,0.483259429,0.058170818,0.250035617,0.093975884,0.181063656,0.085802664,0.09832654,0.070783308,0.049759851,0.050502428,0.045691599,0.048956368,0.060800215,0.06262723,1.307287162,0.060670942,3.962067323,0.222561536,0.017875459,0.121742691,0.014782899,0.063744548,0.023969836,0.045956434,0.021762649,0.025012937,0.018095236,0.012664792,0.012875673,0.011703138,0.012300395,0.015721809,0.015876097,0.328121169,0.015232704
Cab_K51-32_2,Cab,K51-32,2,1999,22.2,6.3,3.44,1.406,15.33333333,110.3333333,0.756666667,20.26431718,0.883923383,0.070430228,0.483259429,0.058170818,0.250035617,0.093975884,0.181063656,0.085802664,0.09832654,0.070783308,0.049759851,0.050502428,0.045691599,0.048956368,0.060800215,0.06262723,1.307287162,0.060670942,3.962067323,0.222561536,0.017875459,0.121742691,0.014782899,0.063744548,0.023969836,0.045956434,0.021762649,0.025012937,0.018095236,0.012664792,0.012875673,0.011703138,0.012300395,0.015721809,0.015876097,0.328121169,0.015232704
Cab_K51-32_3,Cab,K51-32,3,1998,23.6,7,3.33,1.18,10.66666667,71.66666667,1.433333333,7.441860465,0.514864166,0.045285202,0.502560682,0.064930638,0.296894579,0.070455959,0.208421849,0.098248586,0.214956077,0.095065557,0.086202883,0.073011105,0.08334377,0.057492013,0.075638457,0.070029902,1.413114442,0.053495713,4.024011582,0.127719138,0.011246304,0.125060123,0.016151454,0.073374558,0.01748377,0.051840752,0.024413445,0.05352416,0.02354785,0.021642884,0.018136765,0.020862039,0.014310596,0.01895471,0.017457963,0.350982678,0.013290813
